编号,性质,标题,受理单位,作者,时间,状态,评论/点击
[71831],[诉求],岑溪未回复71552，情况危急！请督促其回复！,书记信箱,雨过天晴916,2019-04-22,已回复,0/934
[71821],[举报],夜间施工审批许可是扰民的通行证吗！,书记信箱,南柯一梦,2019-04-21,已回复,0/1154
[71813],[诉求],关于星期日的晚自修,书记信箱,东仔,2019-04-21,已回复,1/739
[71812],[诉求],商贷房款要求购买保险是否是霸王条款,书记信箱,红雨,2019-04-21,已回复,0/547
[71798],[举报],梧州市长洲区崩山西五级地质灾害,书记信箱,梧州市小市民,2019-04-21,已受理,0/195
[71793],[建议],关于交通,书记信箱,东仔,2019-04-21,已回复,0/341
[71783],[诉求],噪音扰民跆拳道训练培训机构,书记信箱,跆拳道扰民,2019-04-21,已回复,1/247
[71782],[建议],终于出了车祸。除了由当事人承担了人为责任外，……,？,书记信箱,鸡毛箭,2019-04-21,已回复
[71780],[建议],没有修路资质，没有人性化的修路，盲人摔倒找谁去,书记信箱,天下为公孙文,2019-04-21,已回复,0/284
[71769],[诉求],岑溪教育为何不因材施教?,书记信箱,岑溪家长11,2019-04-20,已回复,3/683
[71768],[诉求],占道经营深夜噪音扰民,书记信箱,有问题需要解决,2019-04-20,已回复,1/198
[71758],[诉求],感觉新兴二路改造后没什么意义,书记信箱,SOHO,2019-04-20,已回复,0/379
[71757],[举报],对于68607回复的不属实再举报,书记信箱,19907895339,2019-04-20,已回复,0/325
[71754],[举报],岑溪南渡镇盘古街村霸强占道路和水渠为私有土地建房,书记信箱,托塔天王330,2019-04-20,已回复,0/1339
[71752],[举报],岑溪中学饭堂私排污水,书记信箱,托塔天王330,2019-04-20,已回复,0/380
[71750],[建议],建议把岑溪育才路打造成美食街,书记信箱,托塔天王330,2019-04-20,已回复,3/377
[71748],[举报],举报梧州移动公司乱收费,书记信箱,龙德宁,2019-04-20,已回复,0/230
[71747],[举报],工业园区道路天天被水淹,书记信箱,cxx61,2019-04-20,已回复,0/224
[71738],[诉求],请求用实际行动处理好红岭一号火车站货运场噪音问题,书记信箱,人鱼公主,2019-04-20,已回复,1/260
[71737],[诉求],人们之所以乱穿马路，有关部门有想过客观的原因吗？,书记信箱,红绿灯,2019-04-20,已回复,7/1332
[71736],[举报],关于岑溪市马路镇卫生院路口富龙农庄广告牌,书记信箱,刘明宝,2019-04-20,已回复,0/886
[71735],[举报],三祺城克拉庄园夜间施工问题！,书记信箱,南柯一梦,2019-04-20,已回复,1/749
[71729],[举报],关于路边水田建房是否合法,书记信箱,美好明天！,2019-04-20,已回复,0/488
[71718],[咨询],龙圩区综合客运枢纽,书记信箱,15177401843,2019-04-19,已回复,0/856
[71707],[诉求],医保系统经常故障,书记信箱,faye012,2019-04-19,已回复,0/641
[71703],[建议],石人冲宝石噪音何时休？,书记信箱,宝石受害者,2019-04-19,已回复,5/622
[71699],[建议],建议加设红绿灯,书记信箱,万秀网友,2019-04-19,已回复,0/645
[71692],[举报],梧州龙圩照达停车场乱收费,书记信箱,顺溜溜,2019-04-19,已回复,0/559
[71690],[诉求],关于中医院从5月份起开始对职工停车收费的问题,书记信箱,soderstrom,2019-04-19,已回复,9/3174
[71682],[诉求],海骏达花园33栋02户型烟囱管道渗水问题,书记信箱,yl345087756,2019-04-19,已回复,2/434
[71675],[举报],龙山C区周边违建屡告屡建，执法无效,书记信箱,龙山C区老钟,2019-04-19,已回复,0/761
[71662],[诉求],为什么新兴二路改造后还是四车道,书记信箱,东仔,2019-04-18,已回复,0/842
[71654],[建议],城市提质还可以好小小,书记信箱,sorry咯,2019-04-18,已回复,0/479
[71636],[诉求],红岭1号被拒绝办理不动产证,书记信箱,红岭李伟,2019-04-18,已回复,0/387
[71633],[建议],关于亚太影视城项目,书记信箱,梧州人民群众,2019-04-18,已回复,1/814
[71619],[举报],丽港华府5号楼居民楼CAMP酒吧深夜继续扰民,书记信箱,和谐维护者,2019-04-18,已回复,0/852
[71616],[诉求],龙船冲瀑布期望恢复,书记信箱,我是菜鸟,2019-04-17,已回复,0/985
[71601],[诉求],健康,书记信箱,心大心小,2019-04-17,已回复,0/269
[71569],[建议],关于延长梧州至沙头专线车至龙圩的建议,书记信箱,爱时代真难,2019-04-17,已回复,0/1234
[71568],[诉求],塘源路破烂不堪,书记信箱,Ending,2019-04-17,已回复,1/501
[71564],[建议],长洲区兴龙路望改造,书记信箱,小铭,2019-04-17,已回复,0/402
[71559],[诉求],红岭废气弥漫，威胁健康,书记信箱,热心市民1234,2019-04-17,已回复,0/467
[71549],[诉求],梧州南站开通5年，站前广场依然没有遮雨的,书记信箱,斜阳,2019-04-16,已回复,0/1118
[71545],[举报],岑溪市城北路小巷六合彩,书记信箱,连连抓狂,2019-04-16,已回复,0/372
[71543],[诉求],岑溪市欣建国际10栋03单元地基下陷房屋倾斜,书记信箱,黄潇,2019-04-16,已回复,2/3236
[71541],[诉求],被拒绝办不动产证,书记信箱,红岭李伟,2019-04-16,已回复,0/400
[71526],[诉求],藤县河西防洪堤乱摆乱卖，公开赌博,书记信箱,隐密,2019-04-16,已回复,0/493
[71517],[诉求],请求街道修整及户外变压器电线电缆埋设地下,书记信箱,陈丽同,2019-04-16,已回复,0/441
[71507],[咨询],2019年度医保二次理赔该是保险公司还是社保局？,书记信箱,18577424856,2019-04-16,已回复,0/304
[71494],[举报],2019年4月15日爱玛电动车超标电动车仍在销售,书记信箱,asd1314,2019-04-15,已回复,2/708
[71480],[建议],致新兴三路改造单位,书记信箱,SOHO,2019-04-15,已回复,0/488
[71466],[举报],1506,书记信箱,挥挥手,2019-04-15,已回复,1/242
[71440],[诉求],70417超时不回复,书记信箱,6543210,2019-04-15,已回复,0/1040
[71434],[举报],甲醛超标毒害业主的小区,书记信箱,djason7,2019-04-14,已回复,2/541
[71421],[建议],梧州，如何让我说爱你,书记信箱,臻美,2019-04-14,已回复,1/2144
[71403],[咨询],请问,书记信箱,农名工,2019-04-14,已回复,0/254
[71388],[诉求],露天烧烤有人管吗？,书记信箱,devil09,2019-04-14,已回复,0/240
[71386],[举报],49路、26路问题严重，连续飞站,书记信箱,李浩铭,2019-04-13,已回复,0/595
[71373],[诉求],我们不是皮球，不允许被政府各个部门踢来踢去,书记信箱,快乐小熊猫,2019-04-13,已受理,0/383
[71371],[举报],长洲区兴龙办龙新村木头宕环境卫生问题,书记信箱,罗业飞,2019-04-13,已回复,0/134
[71368],[诉求],新兴二路提升设计，有没有为群众着想？,书记信箱,梧州小职员,2019-04-13,已回复,2/377
[71365],[诉求],藤县河西防洪堤浔江段到处都是乱摆乱卖现象，公开赌博,书记信箱,覃记,2019-04-13,已回复,0/235
[71356],[其它],聚福茗城消防通道围墙倒塌出现地灾隐患该有谁修缮？,书记信箱,覃明,2019-04-12,已回复,1/166
[71354],[举报],公园不该私有化,书记信箱,younixihuan,2019-04-12,已回复,0/268
[71353],[举报],物业公司乱收费，高收费,书记信箱,陈点,2019-04-12,已回复,0/359
[71350],[诉求],石仁冲新建小学，智新家园路段,书记信箱,一条小鱼儿,2019-04-12,已回复,0/263
[71341],[诉求],每周六硬性要求入村扶贫是否合理,书记信箱,勇敢的心123,2019-04-12,已回复,1/1484
[71337],[举报],公共环境甲醛严重超标毒害人民！,书记信箱,小道光明,2019-04-12,已受理,2/1214
[71335],[举报],玫瑰湖恒祥豪苑小区油漆严重污染,书记信箱,红岭一箭,2019-04-12,已回复,0/1053
[71334],[建议],石人冲通往西环路烂宝石机器严重挡道,书记信箱,石人冲居民,2019-04-12,已回复,0/1031
[71327],[建议],发展我市电动汽车产业,书记信箱,SOHO,2019-04-12,已回复,1/1120
[71323],[诉求],幸福里一期附近污水处理厂噪音扰民,书记信箱,四月的天,2019-04-12,已回复,2/324
[71318],[举报],违章建筑,书记信箱,力争上游,2019-04-12,已回复,0/1368
[71317],[诉求],石人冲垃圾池让附近居民苦不堪言书记你知道吗,书记信箱,巴治奥温,2019-04-12,已回复,0/788
[71314],[举报],蒙山茶山水库禁渔期随意网鱼电鱼视若无睹,书记信箱,xx12345,2019-04-12,已回复,0/319
[71306],[举报],违建，偷排，乱发放扶贫款(物),书记信箱,退伍老兵8,2019-04-12,已回复,0/624
[71287],[诉求],应逐步拆除市区道路两侧绿化带,书记信箱,SOHO,2019-04-11,已回复,0/332
[71273],[诉求],高速公路,书记信箱,两广,2019-04-11,已回复,0/504
[71270],[建议],请及时完善这里的交通标识,书记信箱,cba,2019-04-11,已回复,1/766
[71267],[诉求],石人冲路口姐弟烧烤档10年扰民何时休？,书记信箱,在此一会,2019-04-11,已回复,1/834
[71245],[举报],银湖南路26号（嘉多利）违建,书记信箱,jjjdddlll,2019-04-10,已回复,1/530
[71234],[诉求],关于城投公司乱收费和交警部门乱贴罚单,书记信箱,suyi0916,2019-04-10,已回复,2/1000
[71228],[诉求],苍梧梨埠镇料口村雁田组小学解决办法,书记信箱,cwjl,2019-04-10,已回复,0/651
[71223],[咨询],机构改革后，为什么网络问政的单位部门还是原来的名称,书记信箱,gg753,2019-04-10,已回复,0/1348
[71215],[诉求],城中村村民养猪栏边拴着看护狗彻夜狂叫,书记信箱,共建美丽的岑溪,2019-04-10,已回复,1/454
[71184],[建议],梧州应进一步拉大城市框架,书记信箱,周生生,2019-04-09,已回复,0/863
[71175],[其它],关于退役军人就业问题,书记信箱,退役军人的威力,2019-04-09,已回复,1/794
[71164],[举报],藤县和平镇陈塘村大队干部自私自利,书记信箱,一声呼唤,2019-04-09,已回复,0/732
[71163],[举报],新兴珠宝路食药监局附近不良商家天天半夜扩音器放歌扰民,书记信箱,munumunuke,2019-04-08,已回复,0/419
[71161],[诉求],香城小区前占道搭建的铁皮屋及其排放的油烟扰民,书记信箱,18907747588,2019-04-08,已回复,1/390
[71160],[举报],百年老校岑溪中学在哭泣！,书记信箱,一位普通的校友,2019-04-08,已回复,3/2344
[71159],[诉求],新湖一路油烟乱排放垃圾乱丢,书记信箱,z97313,2019-04-08,已回复,1/576
[71153],[诉求],道路长期凹凸不平、路灯不亮,书记信箱,淇冬,2019-04-08,已回复,0/357
[71152],[建议],不动产,书记信箱,lx8888,2019-04-08,已回复,0/482
[71146],[诉求],统一收集厨余变成环境污染、蚊虫滋生的源头！,书记信箱,潲水君,2019-04-08,已回复,2/1296
[71131],[诉求],岑溪市水安大夏小区已停水一个星期,书记信箱,黄榆秩,2019-04-08,已回复,3/2505
[71122],[诉求],慰问金,书记信箱,龙少爷,2019-04-07,已回复,0/608
[71104],[诉求],关于农村公路的建设,书记信箱,不会游水的鱼,2019-04-07,已回复,0/489
[71096],[诉求],梧州市岑溪市水安大夏小区停水一个星期,书记信箱,黄榆秩,2019-04-06,已回复,0/241
[71093],[举报],环湖绿道却只能让市民花钱骑行？,书记信箱,kyh,2019-04-06,已回复,0/242
[71087],[举报],举报违法建筑,书记信箱,gushen123,2019-04-06,已回复,0/339
[71085],[诉求],请公示市政局请第三方机构对旺城广场的监测报告,书记信箱,wczy1,2019-04-06,已回复,0/339
[71082],[举报],蓝天港湾爱玛修车无相关部门管理其违法,书记信箱,as1314,2019-04-06,已回复,3/220
[71062],[诉求],为什么24小时营业的药店没人值守,书记信箱,黄宇,2019-04-05,已回复,0/217
[71056],[诉求],岑溪市学府千城承建商辱骂教师业主及违建问题,书记信箱,天地可鉴,2019-04-04,已回复,1/2384
[71052],[建议],强国企，壮资本，转变发展观念，广增财政收入,书记信箱,28s2s,2019-04-04,已回复,0/197
[71046],[诉求],城市发展能不能忽略民生诉求,书记信箱,超级黑暗的夜晚,2019-04-04,已回复,1/254
[71028],[诉求],路边停车收费,书记信箱,likanglt1230,2019-04-03,已回复,0/176
[71021],[举报],岑溪市信宇名都小区物管未经业主同意公共设施乱收费,书记信箱,天山,2019-04-03,已回复,0/189
[71014],[举报],门口美观,书记信箱,林秋谷,2019-04-03,已回复,0/131
[71012],[诉求],慰问金,书记信箱,龙少爷,2019-04-03,已回复,0/271
[70997],[举报],岑溪市第三中学清明节三月三补课,书记信箱,烟殇,2019-04-03,已回复,0/2854
[70983],[咨询],全书记要求对老码头广场进行整治的落实进度,书记信箱,左手一个慢动作,2019-04-02,已回复,0/1639
[70980],[建议],航线,书记信箱,SOHO,2019-04-02,已回复,0/826
[70975],[诉求],广西省岑溪市大隆镇大峡村蓝光深坳刀龙组，,书记信箱,13788140896,2019-04-02,已回复,0/1597
[70969],[诉求],暂住人死亡证明到底谁给我出？,书记信箱,勇敢面对自己,2019-04-02,已回复,0/1537
[70950],[诉求],由70713问题诉求看政府质效,书记信箱,258116756258,2019-04-02,已回复,1/1303
[70943],[举报],精准扶贫一对一帮扶，怎么变成双帮扶人？,书记信箱,123456hh,2019-04-02,已回复,0/703
[70934],[举报],中央公园楼盘连夜施工扰民,书记信箱,heizhaoxp,2019-04-02,已回复,0/325
[70909],[诉求],岑溪市大隆镇大峡村蓝光深坳刀龙组道路硬化事件，此问题,书记信箱,13788140896,2019-04-01,已回复,0/1305
[70900],[诉求],大学路安全隐患,书记信箱,陈九,2019-04-01,已回复,1/404
[70899],[诉求],梧州黄冈实验学校黑校造成的学生，教师问题怎么处理,书记信箱,小贝威武,2019-04-01,已回复,0/705
[70884],[诉求],居民一个月塞次所几次，生活得不到保障,书记信箱,123230660,2019-03-31,已回复,0/318
[70877],[建议],岑溪桂东南副中心城市,书记信箱,大龙,2019-03-31,已回复,0/494
[70864],[诉求],关于河西防洪堤提升达标加固工程范围限期搬迁公告,书记信箱,杨林,2019-03-30,已回复,0/403
[70862],[咨询],梧州轻轨（地铁）什么时候实现,书记信箱,donglihuoba,2019-03-30,已回复,0/1440
[70848],[咨询],关于机构改革二三问,书记信箱,吃瓜群众演员,2019-03-30,已回复,1/589
[70835],[诉求],道路修复,书记信箱,唏嘘的装修佬,2019-03-29,已回复,0/246
[70823],[诉求],怎么大塘小学门前改造后的道路比原来还窄？,书记信箱,战神,2019-03-29,已受理,1/224
[70816],[诉求],2015批次县一级第一书记怎么安排？,书记信箱,不提拔就是耍,2019-03-29,已回复,0/965
[70803],[诉求],对于68607编号岑溪回复人的再投诉,书记信箱,19907895339,2019-03-29,已回复,0/1277
[70784],[举报],占道经营,书记信箱,mzyclx,2019-03-28,已回复,0/367
[70765],[诉求],慰问金和工资,书记信箱,龙少爷,2019-03-28,已回复,0/1068
[70761],[诉求],河西南城超市门前小汽车占道停放该如何处理,书记信箱,喜欢海黄666,2019-03-28,已回复,1/616
[70760],[举报],车辆年审收费问题,书记信箱,Xuxu,2019-03-28,已回复,0/857
[70747],[诉求],关于要求拆除违规安装烟囱和噪声的诉求,书记信箱,小虫儿,2019-03-27,已回复,1/805
[70743],[诉求],痛批有关部门不作为,书记信箱,SOHO,2019-03-27,已回复,0/1085
[70742],[举报],精通小区城市便捷酒店牛庄饭店大烟囱有无报批有无违建,书记信箱,梧州民工,2019-03-27,已回复,0/2474
[70739],[诉求],瑶玥圆油茶餐厅,油烟直排及鱼池泵噪音扰民问题,书记信箱,moto983,2019-03-27,已回复
[70736],[诉求],70002求回复，求效率,书记信箱,超级黑暗的夜晚,2019-03-27,已回复,0/765
[70728],[举报],海纳百川也包括海骏达花园48栋101房的违章建筑吗？,书记信箱,沙雕,2019-03-27,已回复,3/826
[70721],[诉求],没有共享单车，怎么提供良好共享单车骑行环境,书记信箱,东仔,2019-03-27,已回复,2/948
[70717],[诉求],看看各部门是如何打太极的,书记信箱,mk478,2019-03-27,已回复,3/858
[70709],[诉求],梧州城投集团智诚停车乱收费,书记信箱,农民的儿子,2019-03-27,已回复,0/718
[70701],[建议],梧州共享单车，希望能听下民声,书记信箱,梧心幽幽,2019-03-26,已回复,1/689
[70698],[咨询],乡村振兴战略,书记信箱,三堡镇,2019-03-26,已回复,0/443
[70686],[建议],弹丸小城犄角旮旯停车也收费实在不合理,书记信箱,一蓑~烟雨,2019-03-26,已回复,0/339
[70684],[诉求],豆腐渣道路问题,书记信箱,泥腿子,2019-03-26,已回复,0/340
[70683],[举报],瑶玥圆油茶餐厅油烟及鱼池泵噪音扰民问题,书记信箱,xy123123,2019-03-26,已回复,2/286
[70675],[举报],梧州南站停车场保安,恐吓车主,书记信箱,SE7EN..,2019-03-26,已回复
[70674],[举报],智城停车计时系统跑秒快欺骗消费者,书记信箱,mmmmmm,2019-03-26,已回复,2/680
[70666],[建议],红岭总站到竹湾路段可不可以安排有直通的公交车,书记信箱,姚翠露,2019-03-26,已回复,0/864
[70665],[诉求],贺州八步法院为什么查封我们800户普通百姓的房子？,书记信箱,weblei,2019-03-26,已回复,0/788
[70662],[诉求],私自违章扩建猖狂，海骏达花园48栋101房,书记信箱,走路带风,2019-03-26,已回复,1/608
[70652],[举报],七中斜对面的福兴时代花园里的乱搭乱盖何时拆除,书记信箱,hsw713,2019-03-26,已回复,3/619
[70644],[建议],加大项目申报力度,书记信箱,SOHO,2019-03-25,已回复,0/399
[70630],[诉求],新兴菜市鸡鸭行严重影响居民楼生活安全,书记信箱,a0813,2019-03-25,已回复,0/515
[70625],[诉求],问政编号70498的地址,书记信箱,1D591,2019-03-25,已回复,0/243
[70624],[建议],不作为，慢作为,书记信箱,SOHO,2019-03-25,已回复,1/425
[70621],[举报],路边停车,书记信箱,蛋卷冰淇淋,2019-03-25,已回复,2/645
[70618],[诉求],再问旺城门口石墩安全问题,书记信箱,斋肥,2019-03-25,已回复,0/528
[70615],[诉求],诉求赛纳丽景,书记信箱,受伤的人,2019-03-25,已回复,0/812
[70614],[建议],两龙棚改乱糟糟,书记信箱,和谐棚改好,2019-03-25,已回复,3/817
[70604],[举报],严厉打击涉黑涉恶，还小区门口安全、干净、整齐,书记信箱,攸攸我心,2019-03-25,已回复,0/404
[70599],[诉求],小区住宅加工熟食嚣张跋扈租户,书记信箱,黎女士,2019-03-25,已回复,0/510
[70587],[诉求],龙圩中心小学饭堂噪音扰民及围墙安全隐患,书记信箱,龙圩公民,2019-03-24,已回复,1/457
[70580],[咨询],梧州温馨嘉园楼盘近年是否可以交楼？,书记信箱,梧州小蚁民1,2019-03-24,已回复,0/1072
[70570],[建议],藤县钢铁基地定位是什么,书记信箱,561226,2019-03-24,已回复,0/440
[70564],[诉求],旺城广场大润发东门安全隐患,书记信箱,斋肥,2019-03-24,已回复,0/235
[70562],[建议],延长市区总体规划至2035,书记信箱,SOHO,2019-03-24,已回复,0/308
[70560],[咨询],山林租金大幅度增长,书记信箱,18877574485,2019-03-24,已回复,0/411
[70548],[诉求],关于编号69511，有关部门回答错误,书记信箱,受灾户,2019-03-24,已回复,0/409
[70544],[举报],中房物业冒业主签名盗150万维修基金证据确凿！,书记信箱,蚂蚁的呐喊,2019-03-23,已回复,10/4474
[70543],[咨询],岑溪市诚谏镇长坡村,书记信箱,公道自在人心,2019-03-23,已回复,0/199
[70539],[举报],水汶西河村河儿坡非法开采砂,书记信箱,退伍老兵8,2019-03-23,已回复,0/214
[70530],[咨询],新型城镇化发展,特色小镇建设,书记信箱,十六,2019-03-23,已回复
[70527],[诉求],共享单车,书记信箱,莹洁如雪,2019-03-23,已回复,0/181
[70522],[诉求],2018年12月桂江医院移交龙湖卫生院入编不公之事,书记信箱,李,2019-03-23,已回复,3/193
[70512],[举报],珍宝巴士超速现象多,书记信箱,禾田田,2019-03-22,已回复,0/219
[70510],[举报],12路不开到人民医院欺骗乘客,书记信箱,禾田田,2019-03-22,已回复,0/158
[70498],[诉求],关于退出户的问题,书记信箱,1D591,2019-03-22,已回复,0/1718
[70480],[建议],苍梧六堡交通建设规划,书记信箱,云淡风轻88,2019-03-22,已回复,0/5285
[70477],[诉求],火车站货运场深夜扰民,书记信箱,热心市民1234,2019-03-22,已回复,0/1145
[70464],[举报],劳动监察队身为执法单位带头在道路上加装路障柱,书记信箱,心音,2019-03-21,已回复,0/781
[70463],[举报],二级公路施工方强霸村路。,书记信箱,龙潭,2019-03-21,已回复,0/841
[70449],[其它],路灯白天竟然亮着,书记信箱,ELSAWONG,2019-03-21,已回复,0/718
[70448],[其它],为什么人行道可以做停车场,书记信箱,ELSAWONG,2019-03-21,已回复,1/1420
[70440],[诉求],请问办理商业贷款是否强制购买房屋保险,书记信箱,携手前行,2019-03-21,已回复,3/1078
[70426],[建议],梧州街边停车位为什么不用电子收费？,书记信箱,鸳江秀士,2019-03-21,已回复,0/795
[70419],[举报],嘉洋大厦楼顶违建，现在还没拆之二,书记信箱,我要问政！,2019-03-21,已回复,0/822
[70417],[诉求],请求按要求落实桂组通字【2018】1号文件,书记信箱,6543210,2019-03-21,已回复,0/594
[70413],[诉求],三龙东一路大气污染严重,书记信箱,x66qing,2019-03-21,已回复,0/357
[70405],[诉求],望宽容共享单车，方便群众,书记信箱,马恩宁,2019-03-20,已回复,0/692
[70403],[诉求],望宽容共享单车，方便群众,书记信箱,马恩宁,2019-03-20,已回复,0/283
[70383],[诉求],编号69020未回复,书记信箱,吼不平,2019-03-20,已回复,1/447
[70375],[诉求],梧州政府部门跟共享单车有仇？还是利益问题。,书记信箱,东仔,2019-03-20,已回复,4/1231
[70366],[诉求],不动产证,书记信箱,小万123,2019-03-20,已回复,0/510
[70361],[诉求],投诉组织部不按时回复问政,书记信箱,6543210,2019-03-20,已回复,0/1042
[70349],[举报],微波小区宽带被电信垄断了,书记信箱,薇薇小草,2019-03-19,已回复,0/419
[70335],[诉求],向市委书记反馈民情,书记信箱,舞动青春,2019-03-19,已回复,0/495
[70332],[诉求],四桥底下乱停放,投诉无用谁人管,书记信箱,蓝天白云01,2019-03-19,已回复
[70316],[诉求],龙圩龙湖三路粥林夜宵店噪音污染,书记信箱,进击的鸡鸡,2019-03-19,已回复,0/598
[70314],[举报],烧烤店占用道路经营,书记信箱,chenliu,2019-03-19,已回复,1/571
[70290],[诉求],海骏达小区附近臭味何时能消除,书记信箱,正直的平民,2019-03-18,已回复,0/409
[70280],[诉求],暂停办健康证,书记信箱,努力,2019-03-18,已回复,1/791
[70275],[咨询],咨询,书记信箱,OO060606,2019-03-18,已回复,0/423
[70270],[诉求],梧州市已经全面落实停车收费,书记信箱,问政小公主,2019-03-18,已回复,0/717
[70263],[举报],幸福里二期小区（新湖一路旁）深夜播放音乐等语音扰民,书记信箱,红雨,2019-03-18,已回复,0/864
[70253],[诉求],事业单位人员的三成绩效工资,书记信箱,永安王城,2019-03-17,已回复,3/1293
[70248],[诉求],还我绿化家园。海骏达花园48栋101房违规占地私用,书记信箱,走路带风,2019-03-17,已回复,1/539
[70246],[咨询],岑溪市诚谏镇长坡村,书记信箱,上学道路,2019-03-17,已回复,0/378
[70239],[诉求],请回复69098问政,书记信箱,6543210,2019-03-17,已回复,0/501
[70215],[举报],红岭1号三期半夜放鞭炮,书记信箱,小猪班纳,2019-03-17,已回复,0/285
[70208],[举报],岑溪市第二中学周六补课问题,书记信箱,带带陈冠希,2019-03-16,已回复,6/680
[70206],[举报],海骏达花园48栋101房违规占地私用,书记信箱,Liu588,2019-03-16,已回复,1/265
[70194],[诉求],修路发出难闻的气味！,书记信箱,美呗小姐,2019-03-16,已回复,0/179
[70182],[诉求],藤县廉租房公租房C栋押金交了一年多了，还没通知入住,书记信箱,evachan,2019-03-16,已回复,0/312
[70175],[咨询],慰问金发放,书记信箱,相爱一辈子,2019-03-16,已回复,0/400
[70167],[建议],全书记：梧州新闻为什么不搞“回看”？,书记信箱,永州人,2019-03-15,已回复,0/341
[70162],[诉求],关于低保的问题,书记信箱,cxl086,2019-03-15,已回复,1/193
[70155],[诉求],文化路公交车站粪水横流现象何时得以彻底整治,书记信箱,吴沈,2019-03-15,已回复,0/329
[70153],[咨询],咨询,书记信箱,万秀网友,2019-03-15,已回复,0/176
[70142],[诉求],恒祥豪苑中房物业是否只手遮天？,书记信箱,蚂蚁的呐喊,2019-03-15,已回复,16/3819
[70140],[其它],关于学校食堂卫生的问题,书记信箱,阿姨洗铁路,2019-03-15,已回复,0/2123
[70132],[举报],苍海湖公园变严重噪音区，附近居民水深火热！,书记信箱,八竿子打不着,2019-03-15,已回复,0/437
[70127],[咨询],2019年镇镇通二级路项目开来至同心还未见开工消息,书记信箱,陈献诚,2019-03-14,已回复,0/1535
[70117],[举报],噪音扰民,书记信箱,磁铁,2019-03-14,已回复,0/454
[70102],[举报],潘塘公园步道建设不到两个月，又被破挖,书记信箱,ellerlin,2019-03-14,已回复,0/1165
[70093],[举报],恒祥豪宛恶意多收电费,书记信箱,杨柱文,2019-03-14,已回复,4/1453
[70085],[诉求],正在施工的新兴二路亿辉置业广场段把化粪池封盖,书记信箱,城市规划,2019-03-14,已回复,0/554
[70064],[举报],西堤路泰基地产帝景湾违法施工！管不住！,书记信箱,kiley1985,2019-03-13,已回复,0/640
[70057],[建议],出行难，能否开多一个路口，全区往一个方向只有一个路口,书记信箱,hon1,2019-03-13,已回复,1/374
[70043],[诉求],解决过街村道路硬化，接力乡村振兴,书记信箱,知乎初见,2019-03-13,已回复,0/665
[70028],[诉求],龙平村大宕五组为什么没有道路硬化,书记信箱,无名关注,2019-03-12,已回复,0/592
[70022],[举报],玫瑰湖公园南门宵夜档乱摆到工路,书记信箱,莫镇瑛,2019-03-12,已回复,0/779
[70021],[举报],乱摆占用公路旁开宵夜档,书记信箱,莫镇瑛,2019-03-12,已回复,0/403
[70019],[举报],石人冲磨宝石噪音扰民,书记信箱,HⅩF767808,2019-03-12,已回复,0/378
[70013],[咨询],梧州高新区旺甫豪苑适龄学生入学问题如果解决,书记信箱,棋手恒,2019-03-12,已回复,0/1362
[70010],[咨询],请问安平镇移动营业厅为什么不能办理电话号码销户？,书记信箱,传祺,2019-03-12,已回复,0/938
[70003],[咨询],铲车复审在那里复审,书记信箱,网络问,2019-03-12,已回复,0/357
[70002],[诉求],关于“67022”防洪堤店铺到底拆不拆后期追踪,书记信箱,超级黑暗的夜晚,2019-03-12,已回复,0/645
[70000],[举报],小区内乱停车，夜宵店,书记信箱,农九,2019-03-12,已回复,0/478
[69989],[诉求],关于小孩从龙圩到河东上学坐公车等车久问题,书记信箱,陈接木,2019-03-12,已回复,1/432
[69985],[诉求],广汇地产开发公司烂摊子谁来管管？？？,书记信箱,aviva,2019-03-12,已回复,1/696
[69972],[诉求],关于68568的问政回复，现在我补充一张单据,书记信箱,传祺,2019-03-12,已回复,0/269
[69962],[咨询],梧州～长沙～上海查不到四月份航班信息,书记信箱,笑傲西江,2019-03-12,已回复,0/438
[69957],[诉求],关于两龙片区棚改补偿标准的问题,书记信箱,樱花之梦,2019-03-12,已回复,3/1654
[69954],[诉求],这里环境那么差，来整治下好吗？,书记信箱,全哥您好,2019-03-12,已回复,0/442
[69951],[咨询],请问68568的问政为啥那么久都没有回复？,书记信箱,传祺,2019-03-12,已回复,0/753
[69942],[举报],长洲区龙平五组违建问题,书记信箱,13877485714,2019-03-11,已回复,0/642
[69934],[诉求],公积金工作人员服务态度差,书记信箱,JUZIPI,2019-03-11,已回复,0/1208
[69931],[诉求],厨余收集,书记信箱,别来无恙2166,2019-03-11,已回复,0/228
[69930],[举报],海骏达花园48幢101号房扩建面积约达100平方米,书记信箱,零下一百度,2019-03-11,已回复,3/308
[69924],[其它],问政编号68970迟迟不回复,书记信箱,lym5632,2019-03-11,已回复,0/2401
[69919],[诉求],关于银行周末不上班导致群众办理业务不便的问题,书记信箱,rmqz001,2019-03-11,已回复,0/1338
[69907],[咨询],慰问金,书记信箱,龙少爷,2019-03-10,已回复,1/665
[69902],[诉求],梧州万秀区河口村沙霸,书记信箱,小可乐,2019-03-10,已回复,0/1137
[69899],[举报],新龙路西侧脏乱严重，环境卫生极差,书记信箱,城市规划,2019-03-10,已回复,0/532
[69883],[举报],学校私自补课,书记信箱,boos,2019-03-10,已回复,1/990
[69878],[诉求],无视城管工商责令海骏达花园48栋101房顶风违规营业,书记信箱,leongogogo,2019-03-10,已回复,0/609
